# Program:featureCounts v2.0.0; Command:"featureCounts" "./bam/PmCranial_R1_kpetMar1.bam" "./bam/PmCranial_R2_kpetMar1.bam" "./bam/PmTrunk_R1_kpetMar1.bam" "./bam/PmTrunk_R2_kpetMar1.bam" "-T" "8" "-t" "exon" "-s" "0" "-g" "gene_id" "-F" "GTF" "-a" "/data/Megan/Lamprey_CT/kPetMar1_ht2/pmz.genes-fixed.gtf" "-o" "kpetMar1.featurecounts.txt" 
Geneid	Chr	Start	End	Strand	Length	./bam/PmCranial_R1_kpetMar1.bam	./bam/PmCranial_R2_kpetMar1.bam	./bam/PmTrunk_R1_kpetMar1.bam	./bam/PmTrunk_R2_kpetMar1.bam
PMZ_0040564	chr2;chr2;chr2;chr2;chr2;chr2;chr2	6455408;6456581;6470498;6474644;6480357;6489775;6494013	6455530;6457322;6470628;6474837;6480420;6489932;6494208	+;+;+;+;+;+;+	1608	59	0	88	150
PMZ_0050518	chr2;chr2	6519115;6522161	6520394;6524231	+;+	3351	706	474	47	148
PMZ_0050519	chr2;chr2;chr2	6547746;6549677;6550108	6547890;6549827;6550120	-;-;-	309	0	0	38	10
PMZ_0050520	chr2;chr2;chr2;chr2;chr2;chr2;chr2	6554250;6560539;6561137;6564166;6564551;6565084;6573361	6558723;6560689;6561307;6564279;6564662;6565891;6573492	-;-;-;-;-;-;-	5962	358	414	624	805
PMZ_0040557	chr2;chr2	6702866;6715867	6703267;6716322	-;-	858	0	0	0	0
PMZ_0040558	chr2;chr2;chr2	6758297;6759000;6759811	6758486;6759181;6759834	-;-;-	396	503	572	509	548
PMZ_0040561	chr2;chr2;chr2;chr2	6865745;6871097;6874454;6875813	6867012;6871256;6874566;6875899	-;-;-;-	1628	288	480	558	561
PMZ_0048753	chr2;chr2	6943110;6943663	6943344;6943912	+;+	485	16	0	2	21
PMZ_0050521	chr2;chr2;chr2;chr2	6967750;6969395;6974945;6976907	6967963;6969603;6975119;6980192	+;+;+;+	3884	885	964	1144	1114
PMZ_0016568	chr2;chr2	7153600;7153994	7153947;7154137	+;+	492	0	0	0	0
PMZ_0031224	chr2	7221826	7222533	-	708	0	0	0	0
PMZ_0031223	chr2;chr2;chr2;chr2;chr2	7255525;7258362;7261846;7262362;7263068	7255774;7258510;7261998;7262580;7263103	+;+;+;+;+	807	0	2	0	6
PMZ_0040563	chr2;chr2;chr2	7264610;7265910;7269437	7264801;7266015;7269750	-;-;-	612	0	0	0	16
PMZ_0050522	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	7276306;7279676;7282371;7283576;7284690;7288495;7289250;7290070;7291329;7299193;7300856;7303919;7304725;7306410;7307241;7309096;7309469	7276476;7279768;7282445;7283691;7284851;7288572;7289336;7290227;7291643;7299314;7300988;7304166;7304937;7306598;7307307;7309187;7312760	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5611	451	491	1730	1105
PMZ_0027265	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	7314205;7323944;7325059;7326807;7327647;7328520;7328882;7329631;7330447;7334157;7334893;7336938;7337504;7338817;7343171;7344465;7347292;7350493;7351520;7351976;7352539;7354141;7354783	7314249;7324140;7325161;7327029;7327789;7328667;7329069;7329831;7330824;7334360;7335058;7337139;7337632;7338982;7343311;7344626;7347435;7350710;7351684;7352192;7352654;7354287;7355641	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4662	134	148	248	247
PMZ_0050523	chr2;chr2;chr2;chr2;chr2	7389104;7392658;7393793;7402503;7417021	7389218;7392691;7393961;7402575;7417070	+;+;+;+;+	441	0	12	0	15
PMZ_0026356	chr2;chr2;chr2;chr2;chr2	7426658;7427836;7429050;7433733;7437186	7426731;7427965;7429116;7433873;7437358	+;+;+;+;+	585	14	0	15	39
PMZ_0050524	chr2;chr2;chr2;chr2	7577539;7581972;7589274;7593493	7577883;7582028;7589535;7594238	+;+;+;+	1410	0	0	0	8
PMZ_0032351	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	7600335;7601762;7602519;7603146;7604369;7611348;7613662;7615582	7600857;7601854;7602686;7603251;7604622;7611457;7613783;7615865	-;-;-;-;-;-;-;-	1660	0	0	0	0
PMZ_0050525	chr2;chr2;chr2;chr2;chr2;chr2;chr2	7630664;7631879;7632886;7635174;7637966;7638667;7645747	7631098;7631967;7633089;7635317;7638261;7638724;7646019	-;-;-;-;-;-;-	1499	165	239	373	526
PMZ_0050526	chr2;chr2;chr2;chr2;chr2;chr2	7653588;7656214;7657533;7662786;7674861;7684207	7653628;7656420;7657692;7663053;7674946;7684245	-;-;-;-;-;-	801	0	0	187	185
PMZ_0050527	chr2;chr2	7714213;7727403	7714544;7727412	-;-	342	117	302	0	15
PMZ_0040568	chr2;chr2;chr2;chr2	7905118;7905317;7909275;7915077	7905287;7906563;7909374;7915153	-;-;-;-	1594	34	33	97	183
PMZ_0050528	chr2;chr2;chr2;chr2	7918087;7922194;7922956;7930894	7921084;7922318;7922981;7931108	-;-;-;-	3364	0	90	50	70
PMZ_0040570	chr2;chr2	7975868;7983121	7976137;7983864	-;-	1014	0	0	0	0
PMZ_0050529	chr2;chr2;chr2;chr2;chr2;chr2	8045856;8047229;8050332;8052417;8055617;8057692	8045905;8047397;8050437;8052481;8055660;8057876	-;-;-;-;-;-	619	37	32	76	139
PMZ_0050530	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	8068405;8071114;8079438;8080434;8082376;8083194;8093512;8095284;8098673	8069856;8071281;8079532;8080575;8082608;8083380;8093575;8095327;8099027	-;-;-;-;-;-;-;-;-	2740	57	42	149	233
PMZ_0026358	chr2;chr2;chr2;chr2;chr2;chr2;chr2	8106255;8110547;8113048;8119925;8127829;8129585;8133253	8106398;8110620;8113120;8120024;8128023;8129654;8133342	-;-;-;-;-;-;-	746	0	0	0	19
PMZ_0037757	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	8146558;8150109;8154123;8162353;8169043;8180518;8205214;8207372	8146613;8150212;8154230;8162476;8169074;8180672;8205334;8207398	-;-;-;-;-;-;-;-	727	0	0	0	6
PMZ_0050531	chr2	8238719	8239087	-	369	0	0	0	0
PMZ_0050532	chr2	8239144	8239569	-	426	0	0	0	0
PMZ_0038287	chr2;chr2;chr2	8729228;8730040;8731107	8730019;8730110;8731368	+;+;+	1125	0	0	0	0
PMZ_0050533	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	8790016;8795335;8799859;8806035;8807999;8813051;8817911;8820785;8821508;8824183	8791839;8795418;8799951;8806208;8808142;8813158;8818021;8820909;8821563;8824303	-;-;-;-;-;-;-;-;-;-	2840	2227	2430	2686	2628
PMZ_0006842	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	8824867;8832654;8833070;8839227;8840246;8842842;8844213;8847313;8852951;8856158;8867530;8868513	8824973;8832801;8833204;8839278;8840415;8842923;8844300;8847380;8853013;8856254;8867596;8870982	+;+;+;+;+;+;+;+;+;+;+;+	3547	113	104	263	218
PMZ_0050534	chr2;chr2;chr2	9013830;9015564;9016071	9013958;9015726;9016246	+;+;+	468	0	0	0	29
PMZ_0050535	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9096872;9098316;9099900;9100554;9101259;9102201;9102444;9103620;9104398;9105388;9106930;9108065;9108535;9109404;9110125;9111313;9112273	9097111;9098480;9100011;9100701;9101425;9102310;9102591;9103870;9104505;9106612;9107066;9108195;9108703;9109484;9110198;9111421;9113641	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4744	1149	1471	1923	1678
PMZ_0011426	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9115699;9120852;9122455;9125493;9126372;9127524;9128680;9130128;9130594	9115812;9120956;9122664;9125624;9126489;9127773;9128805;9130294;9130715	-;-;-;-;-;-;-;-;-	1344	339	334	516	426
PMZ_0050536	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9167384;9180894;9192353;9199136;9200700;9201271;9201949;9203602;9205081;9206641;9208530	9167425;9181010;9192413;9199239;9200745;9201325;9202075;9203767;9205118;9206805;9210669	+;+;+;+;+;+;+;+;+;+;+	3061	239	316	394	511
PMZ_0050537	chr2;chr2;chr2;chr2;chr2;chr2;chr2	9219944;9229279;9230647;9235201;9236649;9236820;9237260	9220182;9229350;9230725;9235257;9236696;9236901;9238947	+;+;+;+;+;+;+	2265	627	678	1535	1191
PMZ_0050538	chr2;chr2;chr2	9248237;9249224;9251159	9248455;9249318;9251294	+;+;+	450	0	0	0	0
PMZ_0027880	chr2;chr2;chr2;chr2	9260648;9261638;9261902;9265132	9261424;9261742;9262005;9265714	+;+;+;+	1569	0	0	0	8
PMZ_0050539	chr2;chr2;chr2;chr2;chr2;chr2;chr2	9323563;9340217;9340813;9351120;9354953;9359351;9360779	9323638;9340268;9340967;9351184;9355092;9359555;9360793	+;+;+;+;+;+;+	708	17	0	47	53
PMZ_0013477	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9406371;9407718;9408055;9408867;9411562;9413228;9419229;9420154;9420814;9421785;9424364;9425978;9426753;9427709;9428161;9428836;9430618;9432513;9433016	9406437;9407795;9408135;9409035;9411734;9413383;9419365;9420232;9420959;9421856;9424706;9426132;9426855;9427814;9428294;9428991;9430742;9432668;9434881	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4302	1598	1709	1579	2139
PMZ_0026732	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9441327;9444104;9444677;9448189;9449663;9452518;9456637;9467361;9469544;9471293;9472319;9473531;9476058;9477424;9485480;9486910;9489028;9490543;9490837;9491378;9499487	9441367;9444193;9444799;9448360;9449850;9452629;9456803;9467390;9469640;9471389;9472412;9473755;9476101;9477539;9485594;9486982;9489192;9490629;9491050;9491637;9499809	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2833	59	11	156	180
PMZ_0050540	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9513431;9514857;9517215;9520876;9522329;9523313;9526157;9537700;9538265;9540727	9513539;9515095;9517313;9521034;9522454;9523421;9526239;9537848;9538415;9540732	-;-;-;-;-;-;-;-;-;-	1230	48	13	92	39
PMZ_0050541	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9540950;9541885;9543056;9547845;9548340;9548996;9550282;9550734;9551275;9553468;9554513;9555306;9556614;9557574;9558312;9566072;9566642	9541540;9542090;9543175;9547945;9548416;9549067;9550328;9550831;9551390;9553657;9554626;9555466;9556691;9557714;9558416;9566236;9566701	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2442	275	254	352	303
PMZ_0011732	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9593782;9594619;9599701;9601090;9601758;9603677;9604367;9604905;9605514;9607127;9607890;9608891;9610600;9611868;9612819;9613887	9594507;9594975;9599819;9601301;9601955;9603805;9604502;9605033;9605663;9607204;9607980;9608979;9610710;9611962;9612927;9614051	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2894	15	21	227	233
PMZ_0020470	chr2;chr2	9624848;9626819	9624964;9628846	+;+	2145	50	0	29	26
PMZ_0050542	chr2;chr2;chr2;chr2	9627188;9631740;9634211;9635297	9631369;9631824;9634364;9635425	-;-;-;-	4550	645	538	752	889
PMZ_0050543	chr2;chr2;chr2;chr2;chr2	9648436;9654575;9661110;9669831;9670287	9650190;9654764;9661456;9670026;9670577	-;-;-;-;-	2779	667	1089	871	841
PMZ_0050544	chr2;chr2;chr2	9691993;9697787;9698172	9692862;9697829;9698266	-;-;-	1008	607	953	515	695
PMZ_0050545	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9698600;9699563;9700737;9701843;9702373;9704245;9704479;9705327;9705689	9698766;9699638;9700808;9701936;9702494;9704369;9704562;9705535;9705706	-;-;-;-;-;-;-;-;-	967	243	365	485	477
PMZ_0014940	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9705708;9708423;9709303;9709956;9710244;9711212;9712230;9713232;9714212;9716888;9717266;9719788;9720995;9721497	9706025;9708471;9709429;9710121;9710336;9711341;9712497;9713386;9714597;9717042;9717436;9719994;9721111;9722894	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3740	666	403	825	586
PMZ_0050546	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9723212;9724817;9725148;9726111;9726387;9727379;9727796;9728171;9734076;9734957;9738965;9739243;9739825	9724561;9724895;9725318;9726191;9726452;9727484;9727892;9728323;9734103;9735054;9739103;9739339;9739894	-;-;-;-;-;-;-;-;-;-;-;-;-	2535	118	79	320	178
PMZ_0050547	chr2;chr2;chr2;chr2	9741639;9742495;9746976;9747382	9741845;9742701;9747299;9747405	-;-;-;-	762	66	0	37	19
PMZ_0050548	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9746694;9748673;9749373;9749800;9750682;9752178;9752706;9753247;9753655	9746918;9749186;9749499;9749974;9750844;9752306;9752801;9753415;9754897	+;+;+;+;+;+;+;+;+	2841	155	155	381	410
PMZ_0050549	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9755930;9758385;9761812;9762629;9764805;9765783;9766224;9767093;9768185;9768996;9770058;9773531	9757477;9758542;9762050;9762712;9764972;9765900;9766435;9767686;9768272;9769218;9770253;9773724	-;-;-;-;-;-;-;-;-;-;-;-	3822	901	846	1446	1616
PMZ_0050550	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9775817;9780079;9781992;9783000;9783593;9784350;9784849;9788187;9791522;9801103;9806344;9809316;9814085;9814720;9815082;9815859;9816445;9818261;9821176;9822085;9828049;9836260	9775849;9780378;9782672;9783173;9783742;9784547;9785037;9788419;9791681;9801326;9806829;9810169;9814256;9814828;9815215;9816168;9816564;9819652;9821331;9822186;9828261;9836497	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6628	124	196	898	919
PMZ_0030720	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	9849005;9849440;9851627;9851985;9857288;9860601;9862398;9864722	9849091;9849529;9851707;9852141;9857445;9860738;9862516;9864920	+;+;+;+;+;+;+;+	1029	0	0	47	10
PMZ_0050551	chr2;chr2;chr2;chr2;chr2;chr2;chr2	9945560;9954153;9954776;9955498;9993468;9995896;9996400	9945656;9954318;9954969;9955645;9993742;9996041;9998736	+;+;+;+;+;+;+	3363	0	0	0	5
PMZ_0040578	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	10001083;10002730;10003679;10004630;10005069;10007236;10008262;10010534;10011427;10013202;10013825;10014738;10018925;10021236;10023008;10026161;10032454	10001524;10002785;10003898;10004764;10005227;10007383;10008331;10010613;10011507;10013319;10013963;10014908;10019011;10021396;10023377;10026220;10032537	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2581	256	337	303	364
PMZ_0050552	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	10070055;10082909;10084169;10085109;10088781;10090863;10092686;10096357	10070198;10083123;10084306;10085191;10088863;10090930;10092780;10096376	-;-;-;-;-;-;-;-	846	0	0	60	41
PMZ_0006646	chr2;chr2;chr2;chr2;chr2;chr2;chr2	10108258;10109225;10115408;10115885;10129317;10130915;10132311	10108790;10109443;10115466;10116191;10129707;10131029;10132565	-;-;-;-;-;-;-	1879	60	85	646	412
PMZ_0006645	chr2;chr2	10168893;10172800	10169307;10173329	+;+	945	0	65	36	27
PMZ_0050553	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	10179134;10181553;10182441;10183606;10184449;10187097;10197215;10198643	10179550;10181681;10182506;10183776;10184725;10187181;10198138;10198855	+;+;+;+;+;+;+;+	2282	70	0	45	139
PMZ_0040579	chr2;chr2	10205881;10206402	10205966;10206582	-;-	267	0	0	0	4
PMZ_0040580	chr2;chr2	10210191;10212621	10210376;10212680	-;-	246	0	0	0	10
PMZ_0050554	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	10219878;10221350;10222698;10224875;10225899;10226648;10232941;10234413;10235713;10236253	10220059;10222138;10222890;10225011;10226046;10226808;10233122;10234643;10235801;10236366	-;-;-;-;-;-;-;-;-;-	2226	86	84	199	180
PMZ_0050555	chr2;chr2	10248711;10254115	10250282;10254302	-;-	1760	0	40	45	36
PMZ_0050556	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	10270988;10280085;10281201;10282094;10282569;10282814;10283784;10284524;10285439;10286730;10287611	10275719;10280140;10281332;10282267;10282637;10283065;10283945;10284637;10285600;10286835;10288029	-;-;-;-;-;-;-;-;-;-;-	6378	429	711	700	570
PMZ_0050557	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	10290095;10292086;10292974;10294060;10300203;10302698;10312386;10313245;10321766	10290232;10292260;10293074;10294206;10300315;10302886;10312546;10313383;10321847	-;-;-;-;-;-;-;-;-	1245	0	17	140	97
PMZ_0050558	chr2;chr2	10369814;10379046	10370717;10379059	-;-	918	0	0	0	0
PMZ_0040581	chr2;chr2;chr2;chr2;chr2	10379942;10382231;10385903;10391560;10392862	10380124;10382352;10386057;10392154;10392970	-;-;-;-;-	1164	0	0	0	0
PMZ_0050559	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	10445543;10449271;10450181;10452484;10462697;10463558;10471512;10471981;10493225;10509813;10516398	10448105;10449371;10450261;10452594;10462747;10463601;10471591;10472132;10493316;10509871;10516402	-;-;-;-;-;-;-;-;-;-;-	3339	231	161	553	472
PMZ_0034422	chr2;chr2;chr2	10776991;10777422;10781730	10777139;10777544;10781865	+;+;+	408	32	0	0	15
PMZ_0050560	chr2;chr2;chr2;chr2;chr2	10782264;10782751;10783663;10784366;10785025	10782591;10782832;10783931;10784599;10785542	-;-;-;-;-	1431	2595	2123	1837	1508
PMZ_0050561	chr2;chr2;chr2;chr2	10790131;10792965;10793370;10793899	10790269;10793037;10793511;10794027	+;+;+;+	483	754	946	610	600
PMZ_0050562	chr2;chr2;chr2;chr2;chr2	10794538;10797539;10799118;10800323;10804743	10796500;10797629;10799305;10800395;10805522	-;-;-;-;-	3095	998	1251	1017	929
PMZ_0050563	chr2;chr2;chr2;chr2;chr2	10816065;10816359;10824291;10825797;10826426	10816188;10816936;10824368;10825982;10830214	+;+;+;+;+	4755	326	389	479	475
PMZ_0050564	chr2;chr2	10816135;10816378	10816179;10816956	-;-	624	0	0	0	0
PMZ_0050565	chr2;chr2	10830370;10833637	10830635;10833968	-;-	598	870	645	733	642
PMZ_0040582	chr2;chr2;chr2;chr2;chr2	10833045;10833605;10841069;10841545;10848112	10833193;10833997;10841132;10841801;10849476	+;+;+;+;+	2228	233	354	233	323
PMZ_0050566	chr2;chr2;chr2;chr2;chr2	10865032;10866465;10868867;10872220;10878983	10865378;10866623;10869071;10872396;10879054	-;-;-;-;-	960	0	0	12	7
PMZ_0040584	chr2;chr2;chr2	10893681;10895027;10896216	10893785;10895181;10896243	-;-;-	288	0	0	0	0
PMZ_0040585	chr2;chr2;chr2;chr2	10922305;10931352;10932733;10935409	10922500;10931473;10932798;10935453	-;-;-;-	429	38	0	0	0
PMZ_0050567	chr2;chr2;chr2;chr2;chr2;chr2;chr2	10957756;10960313;10960678;10961407;10962190;10962799;10963087	10957979;10960515;10960727;10961492;10962664;10962941;10964032	+;+;+;+;+;+;+	2127	0	0	8	9
PMZ_0050568	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	10978324;10979951;10980193;10981325;10981541;10982386;10982938;10983538;10984404;10985089;10986657	10979531;10980065;10980307;10981416;10981700;10982602;10983086;10984227;10984827;10985395;10986773	-;-;-;-;-;-;-;-;-;-;-	3594	1558	1499	2273	1996
PMZ_0040588	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11061783;11062085;11063464;11064945;11076491;11077970;11082592;11084028;11088642;11089500;11091075	11061978;11062222;11064435;11064992;11076514;11078028;11082679;11084108;11088727;11089641;11091265	+;+;+;+;+;+;+;+;+;+;+	2025	0	69	35	106
PMZ_0011072	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11096414;11097247;11098552;11106833;11114066;11117218;11120981;11123690;11125221;11125920;11126637;11131663;11133205;11134405	11096454;11097472;11098644;11106937;11114243;11117364;11121056;11123840;11125277;11126015;11126812;11131761;11133337;11134716	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1890	0	0	81	160
PMZ_0028897	chr2;chr2	11146669;11149946	11147297;11150578	-;-	1262	115	238	143	109
PMZ_0040589	chr2;chr2;chr2;chr2;chr2	11162901;11164637;11167836;11168701;11170470	11163335;11164754;11168256;11168923;11170662	-;-;-;-;-	1390	0	0	0	0
PMZ_0028898	chr2;chr2;chr2;chr2	11196108;11196927;11198178;11207649	11196200;11197025;11198335;11208148	-;-;-;-	850	808	1014	1204	1475
PMZ_0050569	chr2;chr2;chr2;chr2;chr2;chr2	11210095;11213340;11218674;11219233;11221139;11222285	11210320;11213602;11218827;11219332;11221218;11224241	+;+;+;+;+;+	2780	51	7	24	48
PMZ_0050570	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11231617;11235761;11236455;11236807;11238158;11238532;11241301;11242333;11242558;11242779;11243440;11254945;11264136;11265295;11266768;11268298	11232135;11235865;11236497;11236885;11238202;11238584;11241421;11242443;11242627;11242948;11243546;11255018;11264874;11265422;11268174;11268958	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4432	105	94	213	239
PMZ_0050571	chr2;chr2;chr2;chr2	11271921;11280745;11283635;11284544	11273697;11280815;11283878;11287532	+;+;+;+	5081	10	0	229	410
PMZ_0050572	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11292006;11293543;11294119;11294820;11295139;11295664;11297722;11301272;11302230;11303476;11304739;11306738;11307495;11309843	11292503;11293660;11294217;11294918;11295321;11295880;11297868;11301383;11302328;11303613;11304861;11306819;11307669;11311336	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3584	315	262	347	403
PMZ_0050573	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11343400;11347481;11348239;11358952;11361624;11362330;11363982;11364670;11364954;11365468;11366282;11366872;11367647;11368241;11373897;11375075;11378493;11379814;11380271	11343559;11347580;11348284;11359044;11361722;11362543;11364198;11364805;11365164;11365660;11366330;11367059;11367790;11368421;11374191;11375245;11378645;11380049;11380396	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3012	400	87	1700	1918
PMZ_0050574	chr2;chr2;chr2;chr2;chr2	11384496;11387187;11387985;11391813;11392514	11386420;11387369;11388112;11391906;11392990	-;-;-;-;-	2807	406	436	367	420
PMZ_0050575	chr2;chr2;chr2;chr2;chr2;chr2;chr2	11416492;11419378;11419704;11420226;11420483;11420720;11424068	11418618;11419440;11419811;11420339;11420574;11420848;11424136	-;-;-;-;-;-;-	2702	1032	696	951	733
PMZ_0040595	chr2;chr2;chr2;chr2	11428893;11430328;11430864;11431612	11429268;11430429;11431056;11431662	+;+;+;+	722	0	0	0	0
PMZ_0040596	chr2;chr2;chr2	11433368;11434471;11435548	11434189;11435183;11435623	+;+;+	1611	32	0	0	0
PMZ_0050576	chr2;chr2;chr2;chr2;chr2;chr2;chr2	11435786;11437998;11438453;11439623;11440711;11441115;11442256	11437204;11438143;11438519;11439718;11440812;11441188;11442273	-;-;-;-;-;-;-	1922	1354	2073	1113	1037
PMZ_0050577	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11443393;11444251;11451006;11451445;11451941;11452294;11452487;11452702;11452932;11453318;11455891	11443602;11444333;11451223;11451526;11452080;11452365;11452592;11452779;11453093;11454596;11456195	-;-;-;-;-;-;-;-;-;-;-	2735	399	366	898	744
PMZ_0050578	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11463552;11467514;11468215;11469179;11469350;11469717;11473900;11489199;11500163	11467126;11467726;11468271;11469223;11469410;11469847;11473974;11489273;11500300	-;-;-;-;-;-;-;-;-	4370	314	385	674	690
PMZ_0003581	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11506898;11509245;11510093;11511592;11517408;11520010;11520457;11522435;11525858;11527581;11533621;11548028;11550266	11508842;11509779;11510429;11511900;11517548;11520123;11520631;11522663;11526044;11527764;11533729;11548120;11550599	-;-;-;-;-;-;-;-;-;-;-;-;-	4692	315	167	1301	1675
PMZ_0050579	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11598542;11600226;11602978;11603816;11605180;11605861;11606414;11611409	11599911;11600230;11603083;11604028;11605294;11606019;11606528;11611797	-;-;-;-;-;-;-;-	2472	365	388	524	397
PMZ_0026203	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11617669;11619980;11621164;11621469;11621636;11622254;11624387;11624879;11626743;11627737;11629393;11630589;11631823;11633957;11634254	11619351;11620031;11621306;11621518;11621726;11622432;11624481;11624989;11626895;11627843;11629498;11630665;11631974;11634111;11634291	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3192	453	397	569	477
PMZ_0050580	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11641347;11645631;11646945;11653257;11654521;11662128;11664457;11666552;11666903;11671963;11672299;11673541;11675243;11675604;11676868;11683181;11685230;11687320;11688191;11688570;11689070;11690712;11691212;11691473;11691930;11692216;11693297;11707910	11644043;11645747;11647151;11653385;11654720;11662377;11664595;11666658;11667046;11672106;11672377;11673704;11675306;11675848;11676938;11683357;11685346;11687535;11688249;11688737;11689147;11690782;11691347;11691618;11692022;11692286;11693479;11708031	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6394	2477	2672	2676	2686
PMZ_0029642	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	11757084;11766172;11766585;11768430;11769547;11771289;11772782;11776378;11786128	11758609;11766223;11766694;11768508;11769668;11771370;11772894;11776465;11786286	-;-;-;-;-;-;-;-;-	2331	33	0	11	49
