PMGeneID	GalgalGeneID	GeneName	QueryLength	NumberOfMatches	AlignmentScore	Strand	GalgalProteinID
PMZ_0017344	ENSGALG00000041800	GLP2R	117	85	72.64957265	+	ENSGALP00000052073
PMZ_0017343	ENSGALG00000043398	RCVRN	127	79	62.20472441	+	ENSGALP00000048725
PMZ_0031607	ENSGALG00000015358	MYH15	671	592	88.22652757	+	ENSGALP00000036100
PMZ_0027003	ENSGALG00000032452	GAS7	209	148	70.81339713	+	ENSGALP00000051196
PMZ_0007564	ENSGALG00000006307	NSMCE1	142	79	55.63380282	+	ENSGALP00000010185
PMZ_0015821	ENSGALG00000032178	MAP2K4	286	249	87.06293706	+	ENSGALP00000046884
PMZ_0026543	ENSGALG00000007307	USP7	769	653	84.91547464	+	ENSGALP00000039011
PMZ_0043316	ENSGALG00000011965	ZC3H7B	159	107	67.29559748	+	ENSGALP00000019488
PMZ_0007560	ENSGALG00000011900	NAGA	326	245	75.15337423	+	ENSGALP00000019396
PMZ_0029882	ENSGALG00000002219	WBP2	141	101	71.63120567	+	ENSGALP00000003470
PMZ_0029881	ENSGALG00000002285	SPSB3	154	115	74.67532468	+	ENSGALP00000003582
PMZ_0019512	ENSGALG00000004759	DHRS7B	159	105	66.03773585	+	ENSGALP00000007580
PMZ_0019511	ENSGALG00000007676	EME1	54	34	62.96296296	+	ENSGALP00000012430
PMZ_0032946	ENSGALG00000007808	HID1	114	98	85.96491228	+	ENSGALP00000012652
PMZ_0043312	ENSGALG00000028612		1337	1142	85.41510845	+	ENSGALP00000048956
PMZ_0009620	ENSGALG00000032404		517	448	86.65377176	+	ENSGALP00000047289
PMZ_0043313	ENSGALG00000029606		285	231	81.05263158	+	ENSGALP00000053926
PMZ_0030335	ENSGALG00000037864		262	219	83.58778626	+	ENSGALP00000055075
PMZ_0018283	ENSGALG00000007167	CLEC16A	260	248	95.38461538	+	ENSGALP00000011594
PMZ_0012621	ENSGALG00000003507	TECPR1	93	79	84.94623656	+	ENSGALP00000005536
PMZ_0008543	ENSGALG00000011814	ATF7IP	117	84	71.79487179	+	ENSGALP00000019263
PMZ_0034008	ENSGALG00000001348	TEKT3	123	80	65.04065041	+	ENSGALP00000002056
PMZ_0007568	ENSGALG00000006895	CEP131	170	121	71.17647059	+	ENSGALP00000011154
PMZ_0012771	ENSGALG00000006771	RPS15A	108	107	99.07407407	+	ENSGALP00000010942
PMZ_0043317	ENSGALG00000006829	SMG1	1145	890	77.72925764	+	ENSGALP00000044655
PMZ_0019924	ENSGALG00000005973	LCMT1	41	31	75.6097561	+	ENSGALP00000033071
PMZ_0043319	ENSGALG00000041213	ARHGAP17	437	319	72.99771167	+	ENSGALP00000048957
PMZ_0035096	ENSGALG00000005933	SLC5A11	188	149	79.25531915	+	ENSGALP00000009534
PMZ_0012251	ENSGALG00000001777	MFSD11	138	104	75.36231884	+	ENSGALP00000002730
PMZ_0041316	ENSGALG00000003496	TEX2	110	88	80	+	ENSGALP00000034019
PMZ_0027063	ENSGALG00000012172	RPL3	236	191	80.93220339	+	ENSGALP00000029968
PMZ_0043321	ENSGALG00000005878	MLST8	242	201	83.05785124	+	ENSGALP00000009432
PMZ_0030190	ENSGALG00000005861		98	62	63.26530612	+	ENSGALP00000049105
PMZ_0013110	ENSGALG00000037441	RPS27	84	82	97.61904762	+	ENSGALP00000045617
PMZ_0043324	ENSGALG00000001725	TNRC6C	44	33	75	+	ENSGALP00000002643
PMZ_0043325	ENSGALG00000006068	TNRC6A	91	80	87.91208791	+	ENSGALP00000009774
PMZ_0037462	ENSGALG00000026091	CACNG4	189	150	79.36507937	+	ENSGALP00000043241
PMZ_0043328	ENSGALG00000042990	IFT27	58	37	63.79310345	+	ENSGALP00000054023
PMZ_0033560	ENSGALG00000003476	ERN1	247	191	77.32793522	+	ENSGALP00000005493
PMZ_0032515	ENSGALG00000004162	SLC16A6	161	105	65.2173913	+	ENSGALP00000006606
PMZ_0014696	ENSGALG00000006078	PALB2	33	22	66.66666667	+	ENSGALP00000009796
PMZ_0032519	ENSGALG00000032889	RBFOX3	113	106	93.80530973	+	ENSGALP00000050927
PMZ_0032518	ENSGALG00000032889	RBFOX3	28	20	71.42857143	+	ENSGALP00000052031
PMZ_0043330	ENSGALG00000003185	SCPEP1	44	34	77.27272727	+	ENSGALP00000005045
PMZ_0019132	ENSGALG00000003454	ZNF207	105	93	88.57142857	+	ENSGALP00000050264
PMZ_0043331	ENSGALG00000003426	RHBDL3	111	74	66.66666667	+	ENSGALP00000005409
PMZ_0011169	ENSGALG00000003397	RHOT1	470	376	80	+	ENSGALP00000005362
PMZ_0043332	ENSGALG00000011947	POLR3H	91	71	78.02197802	+	ENSGALP00000019462
PMZ_0005831	ENSGALG00000002267	DCUN1D3	193	152	78.75647668	+	ENSGALP00000003552
PMZ_0026906	ENSGALG00000001740	MGAT5B	285	222	77.89473684	+	ENSGALP00000002668
PMZ_0043335	ENSGALG00000001238	STX8	111	90	81.08108108	+	ENSGALP00000001877
PMZ_0031371	ENSGALG00000009217		33	25	75.75757576	+	ENSGALP00000014986
PMZ_0043336	ENSGALG00000004310	TTYH3	41	24	58.53658537	+	ENSGALP00000006852
PMZ_0031581	ENSGALG00000023364	CDC42EP4	41	33	80.48780488	+	ENSGALP00000037704
PMZ_0017039	ENSGALG00000003111	BFAR	63	44	69.84126984	+	ENSGALP00000004902
PMZ_0032789	ENSGALG00000040308	BAHCC1	143	108	75.52447552	+	ENSGALP00000047503
PMZ_0032787	ENSGALG00000004721	KCNJ12	334	256	76.64670659	+	ENSGALP00000007506
PMZ_0018414	ENSGALG00000006916	GDE1	121	88	72.72727273	+	ENSGALP00000054436
PMZ_0034677	ENSGALG00000009621	ACTB	375	367	97.86666667	+	ENSGALP00000015657
PMZ_0034678	ENSGALG00000004611	FBXL18	50	28	56	+	ENSGALP00000007325
PMZ_0043344	ENSGALG00000012290	SOX10	61	55	90.16393443	+	ENSGALP00000020056
PMZ_0047417	ENSGALG00000006911	TMC5	90	52	57.77777778	+	ENSGALP00000011186
PMZ_0003937	ENSGALG00000004064	GPER1	35	27	77.14285714	+	ENSGALP00000006455
PMZ_0036632	ENSGALG00000004418	SSTR2	265	222	83.77358491	+	ENSGALP00000037713
PMZ_0017963	ENSGALG00000005253	C1QTNF8	134	88	65.67164179	+	ENSGALP00000008423
PMZ_0017082	ENSGALG00000027902	SYNGR2	173	112	64.73988439	+	ENSGALP00000043184
PMZ_0043346	ENSGALG00000011219	GCGR	204	152	74.50980392	+	ENSGALP00000018272
PMZ_0026400	ENSGALG00000030826	CLCN7	624	504	80.76923077	+	ENSGALP00000055737
PMZ_0048404	ENSGALG00000017418	NPTX1	65	44	67.69230769	+	ENSGALP00000028053
PMZ_0043348	ENSGALG00000031563	ECI1	95	60	63.15789474	+	ENSGALP00000047334
PMZ_0026399	ENSGALG00000010170	INTU	57	43	75.43859649	+	ENSGALP00000016517
PMZ_0010422	ENSGALG00000016571	GLRA2	104	70	67.30769231	+	ENSGALP00000045441
PMZ_0032558	ENSGALG00000040541	SLC5A6	204	135	66.17647059	+	ENSGALP00000051660
PMZ_0010418	ENSGALG00000001802	JMJD6	273	228	83.51648352	+	ENSGALP00000002781
PMZ_0026397	ENSGALG00000004978	MYO15A	223	145	65.02242152	+	ENSGALP00000046257
PMZ_0027799	ENSGALG00000007044	METTL9	31	26	83.87096774	+	ENSGALP00000011398
PMZ_0015987	ENSGALG00000001183		1686	1387	82.26571767	+	ENSGALP00000023352
PMZ_0043352	ENSGALG00000043092	MYH9	731	623	85.22571819	+	ENSGALP00000053892
PMZ_0006117	ENSGALG00000006532	FOPNL	51	33	64.70588235	+	ENSGALP00000010542
PMZ_0036631	ENSGALG00000007522	ABCC3	240	187	77.91666667	+	ENSGALP00000012150
PMZ_0029893	ENSGALG00000023581		284	226	79.57746479	+	ENSGALP00000038429
PMZ_0012486	ENSGALG00000007334	ABAT	140	105	75	+	ENSGALP00000011853
PMZ_0027990	ENSGALG00000033690	RSL1D1	93	62	66.66666667	+	ENSGALP00000044767
PMZ_0030302	ENSGALG00000000161	ISOC1	189	141	74.6031746	+	ENSGALP00000000216
PMZ_0043353	ENSGALG00000000247	WDR36	197	141	71.57360406	+	ENSGALP00000000325
PMZ_0038725	ENSGALG00000006290	HS3ST4	115	89	77.39130435	+	ENSGALP00000010147
PMZ_0048902	ENSGALG00000035437		76	55	72.36842105	+	ENSGALP00000050432
PMZ_0043355	ENSGALG00000005087	FAM83G	147	93	63.26530612	+	ENSGALP00000008144
PMZ_0043357	ENSGALG00000035051		143	127	88.81118881	+	ENSGALP00000046784
PMZ_0034819	ENSGALG00000005215	CACNA1H	295	264	89.49152542	+	ENSGALP00000008367
PMZ_0035898	ENSGALG00000007623	CACNA1G	79	71	89.87341772	+	ENSGALP00000012318
PMZ_0029857	ENSGALG00000003078	MMD	49	35	71.42857143	+	ENSGALP00000004856
PMZ_0043363	ENSGALG00000021552		125	77	61.6	+	ENSGALP00000034226
PMZ_0027327	ENSGALG00000008034	CASKIN2	72	59	81.94444444	+	ENSGALP00000013016
PMZ_0010768	ENSGALG00000038222	BPTF	249	202	81.12449799	+	ENSGALP00000043786
PMZ_0016334	ENSGALG00000040607	MED23	767	704	91.78617992	+	ENSGALP00000046903
PMZ_0017216	ENSGALG00000005857		153	114	74.50980392	+	ENSGALP00000009402
PMZ_0006486	ENSGALG00000001433	B3GNTL1	96	67	69.79166667	+	ENSGALP00000002180
PMZ_0019843	ENSGALG00000004398	CARD11	143	100	69.93006993	+	ENSGALP00000007002
PMZ_0011902	ENSGALG00000034380	C7orf26	174	115	66.09195402	+	ENSGALP00000055544
PMZ_0011903	ENSGALG00000011866	RRP7A	85	65	76.47058824	+	ENSGALP00000019333
PMZ_0043368	ENSGALG00000001545		279	240	86.02150538	+	ENSGALP00000002347
PMZ_0017650	ENSGALG00000006202	SCNN1B	91	58	63.73626374	+	ENSGALP00000051972
PMZ_0016663	ENSGALG00000006270	SCNN1G	77	43	55.84415584	+	ENSGALP00000010120
PMZ_0012138	ENSGALG00000007291	C16orf72	145	116	80	+	ENSGALP00000039044
PMZ_0018788	ENSGALG00000003110		108	71	65.74074074	+	ENSGALP00000004901
PMZ_0043374	ENSGALG00000039154		58	41	70.68965517	+	ENSGALP00000052770
PMZ_0048080	ENSGALG00000009409	MYNN	162	107	66.04938272	+	ENSGALP00000015312
PMZ_0043378	ENSGALG00000006423	KCTD5	101	80	79.20792079	+	ENSGALP00000062968
PMZ_0008840	ENSGALG00000045351		66	37	56.06060606	+	ENSGALP00000063655
PMZ_0043380	ENSGALG00000002993	CA10	260	208	80	+	ENSGALP00000004733
PMZ_0037142	ENSGALG00000033966		569	414	72.75922671	+	ENSGALP00000046308
PMZ_0027233	ENSGALG00000004234	PGGHG	274	187	68.24817518	+	ENSGALP00000006728
PMZ_0047805	ENSGALG00000006410	HTATSF1	20	17	85	+	ENSGALP00000010334
PMZ_0047914	ENSGALG00000032178	MAP2K4	50	39	78	+	ENSGALP00000044416
PMZ_0036610	ENSGALG00000004209	ELFN1	147	92	62.58503401	+	ENSGALP00000006684
PMZ_0046341	ENSGALG00000016202	HSF2BP	46	27	58.69565217	+	ENSGALP00000026071
PMZ_0003258	ENSGALG00000029536	VPS11	403	314	77.91563275	+	ENSGALP00000055247
PMZ_0011591	ENSGALG00000027918		62	52	83.87096774	+	ENSGALP00000042949
PMZ_0026715	ENSGALG00000038726		40	36	90	+	ENSGALP00000051705
PMZ_0002388	ENSGALG00000043787	DEPTOR	88	68	77.27272727	+	ENSGALP00000053516
PMZ_0011382	ENSGALG00000016560	SELENOI	217	165	76.03686636	+	ENSGALP00000026672
PMZ_0011381	ENSGALG00000031726	MAPRE3	269	229	85.13011152	+	ENSGALP00000045921
PMZ_0011380	ENSGALG00000041454	DNMT3A	456	392	85.96491228	+	ENSGALP00000048074
PMZ_0014939	ENSGALG00000006198	LSS	429	348	81.11888112	+	ENSGALP00000050905
PMZ_0002965	ENSGALG00000012380	SPOPL	327	285	87.1559633	+	ENSGALP00000020186
PMZ_0037170	ENSGALG00000011792		49	34	69.3877551	+	ENSGALP00000019213
PMZ_0046704	ENSGALG00000006237	PKN2	169	131	77.5147929	+	ENSGALP00000010073
PMZ_0041675	ENSGALG00000036742		266	204	76.69172932	+	ENSGALP00000056752
PMZ_0047391	ENSGALG00000001926	HSPB1	45	29	64.44444444	+	ENSGALP00000039447
PMZ_0047070	ENSGALG00000041387		22	21	95.45454545	+	ENSGALP00000057081
PMZ_0044112	ENSGALG00000039818	GLG1	455	372	81.75824176	+	ENSGALP00000043789
PMZ_0035769	ENSGALG00000009971	CDC20	129	79	61.24031008	+	ENSGALP00000016189
PMZ_0042918	ENSGALG00000020201	CEP44	77	48	62.33766234	+	ENSGALP00000031566
PMZ_0042399	ENSGALG00000002515	OLFM1	287	213	74.21602787	+	ENSGALP00000003955
PMZ_0014581	ENSGALG00000009838	AQR	468	426	91.02564103	+	ENSGALP00000015978
PMZ_0047093	ENSGALG00000039316	FAM120A	37	27	72.97297297	+	ENSGALP00000047907
PMZ_0028001	ENSGALG00000039316	FAM120A	332	246	74.09638554	+	ENSGALP00000044521
PMZ_0034849	ENSGALG00000024332	CDC34	68	57	83.82352941	+	ENSGALP00000040341
PMZ_0033182	ENSGALG00000033279	RAX1	64	51	79.6875	+	ENSGALP00000043973
PMZ_0031256	ENSGALG00000006413	CEMIP	578	431	74.56747405	+	ENSGALP00000010338
PMZ_0036278	ENSGALG00000000751	ARNT	348	311	89.36781609	+	ENSGALP00000057274
PMZ_0045958	ENSGALG00000005831	DNAI1	94	67	71.27659574	+	ENSGALP00000009349
PMZ_0019777	ENSGALG00000001668		200	173	86.5	+	ENSGALP00000042054
PMZ_0032150	ENSGALG00000030730		53	37	69.81132075	+	ENSGALP00000052667
PMZ_0023490	ENSGALG00000014121	COX5A	112	89	79.46428571	+	ENSGALP00000022815
PMZ_0035951	ENSGALG00000034827		38	27	71.05263158	+	ENSGALP00000047786
PMZ_0028085	ENSGALG00000005821	FAM219A	86	65	75.58139535	+	ENSGALP00000009336
PMZ_0033799	ENSGALG00000028478		25	19	76	+	ENSGALP00000042521
PMZ_0030499	ENSGALG00000002413	CELF4	93	83	89.24731183	+	ENSGALP00000003792
PMZ_0040507	ENSGALG00000033256		294	252	85.71428571	+	ENSGALP00000045160
PMZ_0017253	ENSGALG00000001342	HCN2	563	487	86.5008881	+	ENSGALP00000002046
PMZ_0040506	ENSGALG00000034821	LMAN1	157	107	68.15286624	+	ENSGALP00000043543
PMZ_0032775	ENSGALG00000031270	CSK	141	108	76.59574468	+	ENSGALP00000057776
PMZ_0029032	ENSGALG00000041089		246	231	93.90243902	+	ENSGALP00000057357
PMZ_0006435	ENSGALG00000004087	THSD4	125	95	76	+	ENSGALP00000006491
PMZ_0033109	ENSGALG00000037950	ALPK3	70	39	55.71428571	+	ENSGALP00000043584
PMZ_0040488	ENSGALG00000004096		293	247	84.3003413	+	ENSGALP00000006509
PMZ_0031162	ENSGALG00000015336		122	98	80.32786885	+	ENSGALP00000024705
PMZ_0040516	ENSGALG00000033790	MAN2A2	300	228	76	+	ENSGALP00000052926
PMZ_0018573	ENSGALG00000005894	USP8	56	42	75	+	ENSGALP00000051754
PMZ_0032899	ENSGALG00000000184	SLC27A6	191	127	66.4921466	+	ENSGALP00000000239
PMZ_0035162	ENSGALG00000002294	SEMA6A	191	156	81.67539267	+	ENSGALP00000003601
PMZ_0034587	ENSGALG00000015166	GCNT1	99	66	66.66666667	+	ENSGALP00000024432
PMZ_0034589	ENSGALG00000030076	PCSK6	186	143	76.88172043	+	ENSGALP00000044947
PMZ_0045971	ENSGALG00000028267		122	103	84.42622951	+	ENSGALP00000042477
PMZ_0045960	ENSGALG00000039141	CERS2	166	127	76.5060241	+	ENSGALP00000053306
PMZ_0001576	ENSGALG00000000430	SPPL2B	135	103	76.2962963	+	ENSGALP00000000586
PMZ_0045963	ENSGALG00000000428		126	101	80.15873016	+	ENSGALP00000000583
PMZ_0041269	ENSGALG00000016464	VSNL1	137	129	94.16058394	+	ENSGALP00000026514
PMZ_0044011	ENSGALG00000004879	SLC6A11	346	293	84.68208092	+	ENSGALP00000007775
PMZ_0001804	ENSGALG00000000038		67	50	74.62686567	+	ENSGALP00000000050
PMZ_0036851	ENSGALG00000003901	P2RX4	138	92	66.66666667	+	ENSGALP00000006190
PMZ_0005776	ENSGALG00000014155	OGDH	576	431	74.82638889	+	ENSGALP00000028857
PMZ_0047624	ENSGALG00000003106		37	26	70.27027027	+	ENSGALP00000033981
PMZ_0042378	ENSGALG00000001723		416	310	74.51923077	+	ENSGALP00000002641
PMZ_0037658	ENSGALG00000015126	TRPM3	163	148	90.79754601	+	ENSGALP00000024365
PMZ_0020975	ENSGALG00000013064	NSUN2	145	113	77.93103448	+	ENSGALP00000021294
PMZ_0032915	ENSGALG00000037164	ZFHX4	150	121	80.66666667	+	ENSGALP00000046296
PMZ_0033730	ENSGALG00000003096		44	40	90.90909091	+	ENSGALP00000004884
PMZ_0033731	ENSGALG00000033091	RUNX1T1	63	55	87.3015873	+	ENSGALP00000046645
PMZ_0038396	ENSGALG00000032410	CBFA2T3	139	121	87.05035971	+	ENSGALP00000051192
PMZ_0033733	ENSGALG00000001647	PSKH1	241	210	87.13692946	+	ENSGALP00000002511
PMZ_0018783	ENSGALG00000002467	MTSS1L	182	141	77.47252747	+	ENSGALP00000003885
PMZ_0021297	ENSGALG00000002458	VAC14	656	556	84.75609756	+	ENSGALP00000003869
PMZ_0003501	ENSGALG00000013731	SOCS6	190	156	82.10526316	+	ENSGALP00000036145
PMZ_0026355	ENSGALG00000006372	RBM33	55	42	76.36363636	+	ENSGALP00000037925
PMZ_0048621	ENSGALG00000011319	ADGRL3	145	101	69.65517241	+	ENSGALP00000044007
PMZ_0038331	ENSGALG00000036117	FAM46B	60	42	70	+	ENSGALP00000048789
PMZ_0047471	ENSGALG00000008234	ORC2	34	31	91.17647059	+	ENSGALP00000013386
PMZ_0018533	ENSGALG00000030185	PTDSS1	411	343	83.45498783	+	ENSGALP00000045213
PMZ_0046040	ENSGALG00000012529	EIF3D	215	190	88.37209302	+	ENSGALP00000020439
PMZ_0047733	ENSGALG00000013627	SLC7A2	71	60	84.50704225	+	ENSGALP00000022132
PMZ_0028108	ENSGALG00000036789	ADGRL2	245	164	66.93877551	+	ENSGALP00000048233
PMZ_0027645	ENSGALG00000006091	HFM1	450	329	73.11111111	+	ENSGALP00000009813
PMZ_0048240	ENSGALG00000011319	ADGRL3	264	218	82.57575758	+	ENSGALP00000018445
PMZ_0046864	ENSGALG00000005767	TRAF7	42	40	95.23809524	+	ENSGALP00000009249
PMZ_0001728	ENSGALG00000027665	SYNGR1	95	75	78.94736842	+	ENSGALP00000019827
PMZ_0048701	ENSGALG00000010120		71	53	74.64788732	+	ENSGALP00000016443
PMZ_0040476	ENSGALG00000021171		83	64	77.10843373	+	ENSGALP00000033447
PMZ_0038715	ENSGALG00000038579		42	25	59.52380952	+	ENSGALP00000044598
PMZ_0040509	ENSGALG00000044940	GCNT3	151	91	60.26490066	+	ENSGALP00000058751
PMZ_0008854	ENSGALG00000032029	SRF	116	108	93.10344828	+	ENSGALP00000054596
PMZ_0034810	ENSGALG00000041392		74	42	56.75675676	+	ENSGALP00000058511
PMZ_0028088	ENSGALG00000035914		72	54	75	+	ENSGALP00000048404
PMZ_0048113	ENSGALG00000043217	BARHL1	54	48	88.88888889	+	ENSGALP00000054174
PMZ_0034119	ENSGALG00000002246	DENND1B	57	41	71.92982456	+	ENSGALP00000003510
PMZ_0041588	ENSGALG00000003924	ACBD6	101	78	77.22772277	+	ENSGALP00000006245
PMZ_0041589	ENSGALG00000032763	MECR	156	101	64.74358974	+	ENSGALP00000054412
PMZ_0013550	ENSGALG00000036931	KLHL20	420	363	86.42857143	+	ENSGALP00000057887
PMZ_0033452	ENSGALG00000001863		38	28	73.68421053	+	ENSGALP00000002888
PMZ_0032935	ENSGALG00000000317	NEFM	261	180	68.96551724	+	ENSGALP00000000422
PMZ_0033344	ENSGALG00000035841		77	66	85.71428571	+	ENSGALP00000044231
PMZ_0041594	ENSGALG00000039322	DDR2	318	243	76.41509434	+	ENSGALP00000046395
PMZ_0041595	ENSGALG00000046347	FOXRED1	311	227	72.9903537	+	ENSGALP00000061607
PMZ_0027623	ENSGALG00000032278	ATF6	51	37	72.54901961	+	ENSGALP00000043808
PMZ_0042383	ENSGALG00000003035	FAM78B	76	49	64.47368421	+	ENSGALP00000004794
PMZ_0011774	ENSGALG00000003941	FUBP3	106	77	72.64150943	+	ENSGALP00000057240
PMZ_0041599	ENSGALG00000036965	PPP2R4	133	99	74.43609023	+	ENSGALP00000052038
PMZ_0046161	ENSGALG00000005850	FNBP1L	75	50	66.66666667	+	ENSGALP00000009387
PMZ_0030702	ENSGALG00000034948	UAP1L1	67	47	70.14925373	+	ENSGALP00000048620
PMZ_0018186	ENSGALG00000034573	ABCF2	566	496	87.63250883	+	ENSGALP00000050535
PMZ_0030704	ENSGALG00000002888	CASZ1	82	67	81.70731707	+	ENSGALP00000004545
PMZ_0027985	ENSGALG00000014554	ATN1	101	88	87.12871287	+	ENSGALP00000054213
PMZ_0030705	ENSGALG00000002232	RERE	41	28	68.29268293	+	ENSGALP00000003489
PMZ_0032970	ENSGALG00000002222	NOC2L	36	26	72.22222222	+	ENSGALP00000003474
PMZ_0041615	ENSGALG00000001374	SLC35E2B	94	84	89.36170213	+	ENSGALP00000002092
PMZ_0041616	ENSGALG00000014442	GAPDH	215	179	83.25581395	+	ENSGALP00000023278
PMZ_0027230	ENSGALG00000007075	ATP13A3	199	156	78.3919598	+	ENSGALP00000011446
PMZ_0041614	ENSGALG00000003039	SRM	66	50	75.75757576	+	ENSGALP00000004799
PMZ_0038309	ENSGALG00000017280	KCNA1	413	353	85.47215496	+	ENSGALP00000027881
PMZ_0027979	ENSGALG00000010079	HP1BP3	143	111	77.62237762	+	ENSGALP00000016363
PMZ_0004637	ENSGALG00000046010		49	27	55.10204082	+	ENSGALP00000059908
PMZ_0004639	ENSGALG00000001639	MTF1	143	118	82.51748252	+	ENSGALP00000002501
PMZ_0004640	ENSGALG00000002477	B3GALT2	55	33	60	+	ENSGALP00000003897
PMZ_0041701	ENSGALG00000010931	B3GALT1	134	104	77.6119403	+	ENSGALP00000017762
PMZ_0030714	ENSGALG00000004039	MINOS1	68	46	67.64705882	+	ENSGALP00000006421
PMZ_0014651	ENSGALG00000001334	GNB1	326	308	94.47852761	+	ENSGALP00000002038
PMZ_0019026	ENSGALG00000008534	POLR2H	146	140	95.89041096	+	ENSGALP00000013891
PMZ_0038390	ENSGALG00000005530	VEZF1	75	58	77.33333333	+	ENSGALP00000038259
PMZ_0011836	ENSGALG00000006872	PISD	246	208	84.55284553	+	ENSGALP00000011112
PMZ_0041618	ENSGALG00000041927	FZD9	349	272	77.93696275	+	ENSGALP00000048718
PMZ_0028451	ENSGALG00000002671	TMEM132D	84	50	59.52380952	+	ENSGALP00000004197
PMZ_0028129	ENSGALG00000002312	TMEM132E	129	72	55.81395349	+	ENSGALP00000003605
PMZ_0026951	ENSGALG00000013060	ADCY2	726	650	89.53168044	+	ENSGALP00000021289
PMZ_0033245	ENSGALG00000004324	SETD1B	222	194	87.38738739	+	ENSGALP00000038427
PMZ_0041628	ENSGALG00000008317	SDSL	98	66	67.34693878	+	ENSGALP00000013522
PMZ_0008472	ENSGALG00000042052	PPIL2	152	108	71.05263158	+	ENSGALP00000057363
PMZ_0041629	ENSGALG00000039121	PPM1F	86	57	66.27906977	+	ENSGALP00000053801
PMZ_0014775	ENSGALG00000004820	FAM57A	103	68	66.01941748	+	ENSGALP00000007691
PMZ_0041626	ENSGALG00000042533	TSPOAP1	83	57	68.6746988	+	ENSGALP00000055902
PMZ_0010014	ENSGALG00000003687	OGFOD2	163	123	75.4601227	+	ENSGALP00000005830
PMZ_0010009	ENSGALG00000004082	TAOK1	755	628	83.17880795	+	ENSGALP00000006481
PMZ_0027271	ENSGALG00000009224		365	297	81.36986301	+	ENSGALP00000014995
PMZ_0012328	ENSGALG00000005516	HEATR6	612	458	74.83660131	+	ENSGALP00000008835
PMZ_0027379	ENSGALG00000040908	HIP1	375	290	77.33333333	+	ENSGALP00000052993
PMZ_0041631	ENSGALG00000006390	CRKL	321	273	85.04672897	+	ENSGALP00000010305
PMZ_0014423	ENSGALG00000006422	KLHL22	114	78	68.42105263	+	ENSGALP00000010351
PMZ_0042844	ENSGALG00000026077	ALDOC	272	224	82.35294118	+	ENSGALP00000043256
PMZ_0027160	ENSGALG00000006430	MED15	68	57	83.82352941	+	ENSGALP00000010367
PMZ_0014617	ENSGALG00000006455		169	127	75.14792899	+	ENSGALP00000010409
PMZ_0014724	ENSGALG00000030646		97	66	68.04123711	+	ENSGALP00000045928
PMZ_0042789	ENSGALG00000006565		208	135	64.90384615	+	ENSGALP00000010584
PMZ_0014430	ENSGALG00000005504	HNF1B	63	45	71.42857143	+	ENSGALP00000051981
PMZ_0041635	ENSGALG00000006968	HNF1A	209	188	89.95215311	+	ENSGALP00000037563
PMZ_0041636	ENSGALG00000007072	ACADS	175	150	85.71428571	+	ENSGALP00000011441
PMZ_0010974	ENSGALG00000013851	UBE3B	279	222	79.56989247	+	ENSGALP00000022432
PMZ_0042834	ENSGALG00000003211	POLDIP2	298	258	86.57718121	+	ENSGALP00000005078
PMZ_0017277	ENSGALG00000004763	ALDH3A1	272	191	70.22058824	+	ENSGALP00000007586
PMZ_0041645	ENSGALG00000005896		68	42	61.76470588	+	ENSGALP00000009475
PMZ_0041646	ENSGALG00000043053	DAO	150	116	77.33333333	+	ENSGALP00000047751
PMZ_0041647	ENSGALG00000002709	MYO1C	85	53	62.35294118	+	ENSGALP00000044876
PMZ_0027914	ENSGALG00000002709	MYO1C	136	107	78.67647059	+	ENSGALP00000004265
PMZ_0041648	ENSGALG00000043868	FOXN1	120	97	80.83333333	+	ENSGALP00000005780
PMZ_0007666	ENSGALG00000021572	SSH2	292	248	84.93150685	+	ENSGALP00000034265
PMZ_0017583	ENSGALG00000004246	SLC6A4	520	400	76.92307692	+	ENSGALP00000006742
PMZ_0041637	ENSGALG00000008303	Lhx5	121	89	73.55371901	+	ENSGALP00000013502
PMZ_0041638	ENSGALG00000026315	RAB34	75	61	81.33333333	+	ENSGALP00000042693
PMZ_0041644	ENSGALG00000040756	PI4KA	261	236	90.42145594	+	ENSGALP00000043949
PMZ_0026855	ENSGALG00000040756	PI4KA	1534	1267	82.59452412	+	ENSGALP00000054595
PMZ_0029247	ENSGALG00000005439	ACACA	1783	1536	86.14694335	+	ENSGALP00000050259
PMZ_0011946	ENSGALG00000005468	SYNRG	189	148	78.30687831	+	ENSGALP00000008770
PMZ_0041649	ENSGALG00000007765		77	58	75.32467532	+	ENSGALP00000012577
PMZ_0041650	ENSGALG00000032723	ANKRD13B	172	118	68.60465116	+	ENSGALP00000046820
PMZ_0042759	ENSGALG00000042297	ANKRD13D	458	376	82.09606987	+	ENSGALP00000047517
PMZ_0027568	ENSGALG00000023703	GIT1	240	210	87.5	+	ENSGALP00000049226
PMZ_0011575	ENSGALG00000005891	DGCR2	347	259	74.63976945	+	ENSGALP00000009460
PMZ_0029094	ENSGALG00000034960	MLXIPL	83	59	71.08433735	+	ENSGALP00000048395
PMZ_0014609	ENSGALG00000001501	MAPK1	172	158	91.86046512	+	ENSGALP00000002278
PMZ_0031188	ENSGALG00000020905	KSR2	290	229	78.96551724	+	ENSGALP00000013281
PMZ_0029093	ENSGALG00000008177	NOS1	418	327	78.22966507	+	ENSGALP00000013280
PMZ_0008240	ENSGALG00000006766	DEPDC5	1326	1150	86.72699849	+	ENSGALP00000049003
